countrycode,countryname,adminone,adminlevel,date,datatype,indicator_name,population,prevalence
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-25,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-25,SURVEY,fcs,213742,0.2811118636934549
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-25,SURVEY,rcsi,413939,0.5444094457121438
ZWE,Zimbabwe,Midlands,subnational,2024-07-25,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-07-25,SURVEY,fcs,673783,0.371863803239458
ZWE,Zimbabwe,Midlands,subnational,2024-07-25,SURVEY,rcsi,1108572,0.6118257659881186
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-24,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-24,SURVEY,fcs,156800,0.2354566477460432
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-24,SURVEY,rcsi,325873,0.4893428837432801
ZWE,Zimbabwe,Harare,subnational,2024-07-24,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-07-24,SURVEY,fcs,658462,0.2712836018653523
ZWE,Zimbabwe,Harare,subnational,2024-07-24,SURVEY,rcsi,1087243,0.4479395882266422
ZWE,Zimbabwe,Manicaland,subnational,2024-07-24,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-07-24,SURVEY,fcs,735391,0.360881692759017
ZWE,Zimbabwe,Manicaland,subnational,2024-07-24,SURVEY,rcsi,1311801,0.6437459330383037
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-24,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-24,SURVEY,fcs,564560,0.4076566314605265
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-24,SURVEY,rcsi,908898,0.6562956940293496
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-24,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-24,SURVEY,fcs,692707,0.4001355144262789
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-24,SURVEY,rcsi,1034668,0.5976659863988804
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-24,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-24,SURVEY,fcs,735215,0.3882676076718255
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-24,SURVEY,rcsi,1167491,0.6165528961574331
ZWE,Zimbabwe,Masvingo,subnational,2024-07-24,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-07-24,SURVEY,fcs,671848,0.4100286901929096
ZWE,Zimbabwe,Masvingo,subnational,2024-07-24,SURVEY,rcsi,1020244,0.6226546942123441
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-24,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-24,SURVEY,fcs,407940,0.4929037995423053
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-24,SURVEY,rcsi,506969,0.6125580878319434
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-24,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-24,SURVEY,fcs,229282,0.3015499542970625
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-24,SURVEY,rcsi,411922,0.5417567025495006
ZWE,Zimbabwe,Midlands,subnational,2024-07-24,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-07-24,SURVEY,fcs,599424,0.3308247438611673
ZWE,Zimbabwe,Midlands,subnational,2024-07-24,SURVEY,rcsi,1103484,0.6090176763941656
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-23,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-23,SURVEY,fcs,159131,0.2389569630897678
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-23,SURVEY,rcsi,331084,0.4971679130251974
ZWE,Zimbabwe,Harare,subnational,2024-07-23,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-07-23,SURVEY,fcs,694135,0.2859807293067881
ZWE,Zimbabwe,Harare,subnational,2024-07-23,SURVEY,rcsi,1050488,0.4327966812911455
ZWE,Zimbabwe,Manicaland,subnational,2024-07-23,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-07-23,SURVEY,fcs,690399,0.3388025687003684
ZWE,Zimbabwe,Manicaland,subnational,2024-07-23,SURVEY,rcsi,1333358,0.6543246954256678
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-23,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-23,SURVEY,fcs,574175,0.4145994161273342
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-23,SURVEY,rcsi,904151,0.6528679874444993
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-23,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-23,SURVEY,fcs,761833,0.4400654813101576
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-23,SURVEY,rcsi,1031479,0.5958238913204339
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-23,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-23,SURVEY,fcs,731089,0.3860886638944897
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-23,SURVEY,rcsi,1155347,0.6101396404056236
ZWE,Zimbabwe,Masvingo,subnational,2024-07-23,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-07-23,SURVEY,fcs,641181,0.3913126266753492
ZWE,Zimbabwe,Masvingo,subnational,2024-07-23,SURVEY,rcsi,1058437,0.6459638739145056
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-23,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-23,SURVEY,fcs,406052,0.4906225758978089
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-23,SURVEY,rcsi,466244,0.5633510788689577
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-23,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-23,SURVEY,fcs,233692,0.30734995298187
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-23,SURVEY,rcsi,431599,0.5676357443002847
ZWE,Zimbabwe,Midlands,subnational,2024-07-23,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-07-23,SURVEY,fcs,596724,0.3293346019775838
ZWE,Zimbabwe,Midlands,subnational,2024-07-23,SURVEY,rcsi,1086561,0.5996777982105052
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-22,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-22,SURVEY,fcs,158452,0.2379373517133675
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-22,SURVEY,rcsi,321176,0.4822896957683875
ZWE,Zimbabwe,Harare,subnational,2024-07-22,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-07-22,SURVEY,fcs,668941,0.2756009062260399
ZWE,Zimbabwe,Harare,subnational,2024-07-22,SURVEY,rcsi,1041471,0.4290817148420264
ZWE,Zimbabwe,Manicaland,subnational,2024-07-22,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-07-22,SURVEY,fcs,753684,0.3698586979244877
ZWE,Zimbabwe,Manicaland,subnational,2024-07-22,SURVEY,rcsi,1390087,0.682163569641597
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-22,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-22,SURVEY,fcs,554051,0.4000683086250109
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-22,SURVEY,rcsi,901834,0.6511949315866736
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-22,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-22,SURVEY,fcs,735798,0.4250266147791594
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-22,SURVEY,rcsi,1034323,0.5974667004778819
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-22,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-22,SURVEY,fcs,731390,0.3862476222262828
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-22,SURVEY,rcsi,1103942,0.582992620319839
ZWE,Zimbabwe,Masvingo,subnational,2024-07-22,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-07-22,SURVEY,fcs,649608,0.3964556229665574
ZWE,Zimbabwe,Masvingo,subnational,2024-07-22,SURVEY,rcsi,1031866,0.6297475983177697
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-22,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-22,SURVEY,fcs,404705,0.4889950291556814
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-22,SURVEY,rcsi,485017,0.5860340298637308
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-22,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-22,SURVEY,fcs,230386,0.3030019267569327
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-22,SURVEY,rcsi,445567,0.5860063523795119
ZWE,Zimbabwe,Midlands,subnational,2024-07-22,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-07-22,SURVEY,fcs,611721,0.3376115122842881
ZWE,Zimbabwe,Midlands,subnational,2024-07-22,SURVEY,rcsi,1038054,0.5729065714153257
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-21,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-21,SURVEY,fcs,151481,0.2274694416914436
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-21,SURVEY,rcsi,314240,0.4718743430339069
ZWE,Zimbabwe,Harare,subnational,2024-07-21,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-07-21,SURVEY,fcs,632921,0.2607608162296695
ZWE,Zimbabwe,Harare,subnational,2024-07-21,SURVEY,rcsi,1016459,0.4187768750033475
ZWE,Zimbabwe,Manicaland,subnational,2024-07-21,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-07-21,SURVEY,fcs,793993,0.3896397125866514
ZWE,Zimbabwe,Manicaland,subnational,2024-07-21,SURVEY,rcsi,1324846,0.6501475638470047
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-21,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-21,SURVEY,fcs,566122,0.408784518059544
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-21,SURVEY,rcsi,950989,0.6866886996882788
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-21,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-21,SURVEY,fcs,732750,0.4232659669901645
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-21,SURVEY,rcsi,1043941,0.6030224453711079
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-21,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-21,SURVEY,fcs,704520,0.372057554534326
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-21,SURVEY,rcsi,1106637,0.5844158518951952
ZWE,Zimbabwe,Masvingo,subnational,2024-07-21,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-07-21,SURVEY,fcs,663809,0.4051224902184202
ZWE,Zimbabwe,Masvingo,subnational,2024-07-21,SURVEY,rcsi,1046415,0.6386268498949369
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-21,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-21,SURVEY,fcs,374914,0.4529993016169139
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-21,SURVEY,rcsi,450064,0.5438011855596611
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-21,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-21,SURVEY,fcs,271862,0.3575508486279254
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-21,SURVEY,rcsi,419413,0.5516088091590002
ZWE,Zimbabwe,Midlands,subnational,2024-07-21,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-07-21,SURVEY,fcs,605343,0.3340914660126232
ZWE,Zimbabwe,Midlands,subnational,2024-07-21,SURVEY,rcsi,1041684,0.5749099843921436
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-20,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-20,SURVEY,fcs,166801,0.2504745172237739
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-20,SURVEY,rcsi,320404,0.4811304321710664
ZWE,Zimbabwe,Harare,subnational,2024-07-20,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-07-20,SURVEY,fcs,656688,0.2705527212530936
ZWE,Zimbabwe,Harare,subnational,2024-07-20,SURVEY,rcsi,1027262,0.4232276660147519
ZWE,Zimbabwe,Manicaland,subnational,2024-07-20,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-07-20,SURVEY,fcs,755086,0.3705467076135486
ZWE,Zimbabwe,Manicaland,subnational,2024-07-20,SURVEY,rcsi,1231105,0.6041456264274239
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-20,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-20,SURVEY,fcs,581468,0.4198655345438739
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-20,SURVEY,rcsi,964965,0.6967804686433806
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-20,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-20,SURVEY,fcs,730966,0.4222354566044798
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-20,SURVEY,rcsi,1039634,0.6005345483805564
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-20,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-20,SURVEY,fcs,693265,0.3661137803671145
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-20,SURVEY,rcsi,1066523,0.5632316176043448
ZWE,Zimbabwe,Masvingo,subnational,2024-07-20,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-07-20,SURVEY,fcs,635374,0.3877686158217778
ZWE,Zimbabwe,Masvingo,subnational,2024-07-20,SURVEY,rcsi,1006166,0.6140628938340802
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-20,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-20,SURVEY,fcs,375832,0.4541084982830409
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-20,SURVEY,rcsi,475401,0.5744152551998125
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-20,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-20,SURVEY,fcs,281388,0.370079371864088
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-20,SURVEY,rcsi,420072,0.5524755209806075
ZWE,Zimbabwe,Midlands,subnational,2024-07-20,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-07-20,SURVEY,fcs,615144,0.3395006810500313
ZWE,Zimbabwe,Midlands,subnational,2024-07-20,SURVEY,rcsi,1064120,0.587292511540321
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-19,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-19,SURVEY,fcs,162137,0.2434708832627564
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-19,SURVEY,rcsi,327743,0.4921509445295371
ZWE,Zimbabwe,Harare,subnational,2024-07-19,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-07-19,SURVEY,fcs,656688,0.2705527212530936
ZWE,Zimbabwe,Harare,subnational,2024-07-19,SURVEY,rcsi,1027262,0.4232276660147519
ZWE,Zimbabwe,Manicaland,subnational,2024-07-19,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-07-19,SURVEY,fcs,788868,0.3871246985663684
ZWE,Zimbabwe,Manicaland,subnational,2024-07-19,SURVEY,rcsi,1252471,0.6146306585361784
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-19,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-19,SURVEY,fcs,542993,0.3920835646993157
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-19,SURVEY,rcsi,938967,0.6780078720996815
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-19,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-19,SURVEY,fcs,755847,0.436607726170747
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-19,SURVEY,rcsi,1042884,0.6024118795203968
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-19,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-19,SURVEY,fcs,703015,0.3712627628753608
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-19,SURVEY,rcsi,1082711,0.5717805128703438
ZWE,Zimbabwe,Masvingo,subnational,2024-07-19,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-07-19,SURVEY,fcs,663206,0.4047544794478496
ZWE,Zimbabwe,Masvingo,subnational,2024-07-19,SURVEY,rcsi,1072718,0.6546795651491969
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-19,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-19,SURVEY,fcs,386321,0.4667820972274916
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-19,SURVEY,rcsi,466969,0.5642270784146463
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-19,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-19,SURVEY,fcs,292072,0.3841308879521796
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-19,SURVEY,rcsi,425495,0.5596078096127416
ZWE,Zimbabwe,Midlands,subnational,2024-07-19,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-07-19,SURVEY,fcs,638793,0.3525526682370186
ZWE,Zimbabwe,Midlands,subnational,2024-07-19,SURVEY,rcsi,1037715,0.5727194758232758
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-18,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-18,SURVEY,fcs,155617,0.2336802114304592
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-18,SURVEY,rcsi,322102,0.4836802114304592
ZWE,Zimbabwe,Harare,subnational,2024-07-18,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-07-18,SURVEY,fcs,630984,0.2599627802962168
ZWE,Zimbabwe,Harare,subnational,2024-07-18,SURVEY,rcsi,1067010,0.4396036764860381
ZWE,Zimbabwe,Manicaland,subnational,2024-07-18,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-07-18,SURVEY,fcs,837730,0.4111029649193576
ZWE,Zimbabwe,Manicaland,subnational,2024-07-18,SURVEY,rcsi,1294565,0.6352876341790651
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-18,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-18,SURVEY,fcs,516395,0.372877721062524
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-18,SURVEY,rcsi,954933,0.6895365772468736
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-18,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-18,SURVEY,fcs,780464,0.4508274986844241
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-18,SURVEY,rcsi,1030667,0.5953548473556491
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-18,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-18,SURVEY,fcs,699381,0.3693436446769026
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-18,SURVEY,rcsi,1127841,0.5956137006238983
ZWE,Zimbabwe,Masvingo,subnational,2024-07-18,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-07-18,SURVEY,fcs,645825,0.3941468588785497
ZWE,Zimbabwe,Masvingo,subnational,2024-07-18,SURVEY,rcsi,1080839,0.6596358097060857
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-18,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-18,SURVEY,fcs,393005,0.474858208901122
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-18,SURVEY,rcsi,475260,0.5742448883916165
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-18,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-18,SURVEY,fcs,294692,0.3875766921594802
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-18,SURVEY,rcsi,423162,0.5565394656373094
ZWE,Zimbabwe,Midlands,subnational,2024-07-18,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-07-18,SURVEY,fcs,656794,0.3624874993653099
ZWE,Zimbabwe,Midlands,subnational,2024-07-18,SURVEY,rcsi,1062800,0.5865639977305691
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-17,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-17,SURVEY,fcs,155617,0.2336802114304592
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-17,SURVEY,rcsi,322102,0.4836802114304592
ZWE,Zimbabwe,Harare,subnational,2024-07-17,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-07-17,SURVEY,fcs,630984,0.2599627802962168
ZWE,Zimbabwe,Harare,subnational,2024-07-17,SURVEY,rcsi,1067010,0.4396036764860381
ZWE,Zimbabwe,Manicaland,subnational,2024-07-17,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-07-17,SURVEY,fcs,817737,0.4012917112008173
ZWE,Zimbabwe,Manicaland,subnational,2024-07-17,SURVEY,rcsi,1280755,0.6285105915214829
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-17,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-17,SURVEY,fcs,513419,0.3707288154807851
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-17,SURVEY,rcsi,961553,0.6943167368406611
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-17,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-17,SURVEY,fcs,784548,0.453186581876765
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-17,SURVEY,rcsi,1035054,0.5978889555742583
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-17,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-17,SURVEY,fcs,702596,0.3710414886526987
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-17,SURVEY,rcsi,1116169,0.5894497084355649
ZWE,Zimbabwe,Masvingo,subnational,2024-07-17,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-07-17,SURVEY,fcs,655587,0.4001046053832103
ZWE,Zimbabwe,Masvingo,subnational,2024-07-17,SURVEY,rcsi,1075632,0.6564579787237289
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-17,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-17,SURVEY,fcs,392111,0.4737780108406454
ZWE,Zimbabwe,Matabeleland North,subnational,2024-07-17,SURVEY,rcsi,480816,0.5809580655996791
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-17,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-17,SURVEY,fcs,295194,0.3882369187671386
ZWE,Zimbabwe,Matabeleland South,subnational,2024-07-17,SURVEY,rcsi,421213,0.5539761555609625
ZWE,Zimbabwe,Midlands,subnational,2024-07-17,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-07-17,SURVEY,fcs,649483,0.3584525262872066
ZWE,Zimbabwe,Midlands,subnational,2024-07-17,SURVEY,rcsi,1072513,0.5919246451806603
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-16,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-16,SURVEY,fcs,155617,0.2336802114304592
ZWE,Zimbabwe,Bulawayo,subnational,2024-07-16,SURVEY,rcsi,322102,0.4836802114304592
ZWE,Zimbabwe,Harare,subnational,2024-07-16,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-07-16,SURVEY,fcs,630984,0.2599627802962168
ZWE,Zimbabwe,Harare,subnational,2024-07-16,SURVEY,rcsi,1067010,0.4396036764860381
ZWE,Zimbabwe,Manicaland,subnational,2024-07-16,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-07-16,SURVEY,fcs,829297,0.4069646013616899
ZWE,Zimbabwe,Manicaland,subnational,2024-07-16,SURVEY,rcsi,1270448,0.6234525916176669
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-16,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-16,SURVEY,fcs,504486,0.3642784883431259
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-07-16,SURVEY,rcsi,956506,0.6906724067092644
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-16,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-16,SURVEY,fcs,772800,0.4464004630365051
ZWE,Zimbabwe,Mashonaland East,subnational,2024-07-16,SURVEY,rcsi,1028376,0.5940314733121493
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-16,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-07-16,SURVEY,fcs,707031,0.3733836155679882
